,HCC1954_BrM2b_1,HCC1954_BrM2b_2,HCC1954_Parental_1,HCC1954_Parental_2,HCC1954_Parental_3
GMEB1,514.418194,496.7604066,494.6443605,464.6051955,453.6629399
GMEB2,1568.182336,1719.395034,1718.438182,1706.202943,1501.330593
GMFB,2695.59666,2434.854991,2404.864041,2293.491173,2589.795272
GMFG,5.665398613,2.082852858,6.64589352,5.679770117,0.815940539
GMIP,1402.752696,1480.908382,1487.730735,1558.52892,1350.381593
GML,0,1.041426429,0,0,0
GMNC,0,1.041426429,0,0,0
GMNN,2340.942707,1898.52038,2238.716703,2153.768828,2265.866878
GMPPA,1080.958055,1036.219297,1358.610518,1417.670621,1286.738231
GMPPB,1326.836355,1210.13751,1119.358351,1097.331587,1062.354582
GMPR,15.86311612,16.66282286,75.00365544,88.60441382,97.0969242
GMPR2,2421.391367,2294.262423,3198.57361,3031.861288,3044.274153
GMPS,4281.908271,4062.604499,4652.125464,4507.465565,4823.840469
GNA11,4340.828417,3967.834694,3910.63363,3844.068415,3581.978968
GNA12,2553.961695,2329.670921,1707.994635,1674.39623,1522.545047
GNA13,5362.866327,4858.254291,4071.084488,4075.803036,4159.66487
GNA14,22.66159445,33.32564572,19.93768056,6.81572414,15.50287025
GNA15,450.9657296,432.191968,75.00365544,105.6437242,72.61870801
GNAI1,659.4523985,649.8500916,661.7411119,614.5511266,678.0465883
GNAI2,2694.46358,2480.677754,4187.862331,4324.576967,4060.936065
GNAI3,5690.326366,5378.967505,6438.921407,5961.486714,6622.173418
GNAL,167.6957989,162.4625229,151.9061376,153.3537932,168.0837511
GNAO1,1002.775554,1067.46209,349.3841165,391.9041381,319.0327509
GNAQ,4571.97668,4442.725145,5913.895819,5675.226301,6333.330467
GNAS,77670.34882,79594.1391,98873.80613,98864.35056,94023.27618
GNAS-AS1,1.133079723,0,0,0,0
GNAT1,3.399239168,2.082852858,1.89882672,3.40786207,2.447821618
GNAT2,13.59695667,17.70424929,18.03885384,19.3112184,13.87098917
GNAT3,1.133079723,0,0,0,0
GNAZ,352.3877937,329.0907515,88.29544248,118.1392184,103.6244485
GNB1,18321.89911,17482.42546,16858.73303,16705.33987,16374.29475
GNB1L,478.1596429,391.5763372,522.177348,487.324276,455.294821
GNB2,11813.48919,11669.18314,10324.87029,10537.10952,9395.555312
GNB2L1,139637.3458,139961.4635,127256.5185,124549.407,118586.3502
GNB3,121.2395303,131.21973,75.9530688,89.74036784,79.14623233
GNB4,3283.665036,3009.722379,3885.948882,3758.871863,4144.97794
GNB5,1105.885809,996.6450924,1049.101763,1071.204644,1085.200917
GNE,4124.41019,4016.781736,4671.113731,4969.798852,4905.434523
GNG10,29.46007279,30.20136644,30.38122752,32.94266668,45.69267021
GNG11,0,0,0,0,0
GNG12,5433.117269,4725.993134,5614.830611,5727.480186,5949.022473
GNG12-AS1,15.86311612,18.74567572,17.08944048,10.22358621,17.95069187
GNG13,19.26235528,13.53854358,19.93768056,15.90335633,13.87098917
GNG2,0,1.041426429,1.89882672,1.135954023,0
GNG3,14.73003639,28.11851358,26.58357408,13.63144828,22.8463351
GNG4,91.77945752,118.7226129,77.85189552,92.01227589,70.17088639
GNG5,3833.208701,3873.064889,4011.271446,3911.089702,3971.182606
GNG7,83.84789947,79.14840859,86.39661576,97.69204601,100.3606864
GNG8,0,1.041426429,0,2.271908047,1.631881079
GNGT1,4.53231889,3.124279287,2.84824008,7.951678163,1.631881079
GNGT2,0,1.041426429,0,1.135954023,1.631881079
GNL1,3356.182138,3338.813131,2842.5436,2869.419863,2775.829715
GNL2,3171.490143,2915.994001,2983.056777,2936.44115,3035.298807
GNL3,5531.695205,5140.480853,4183.115264,4057.627771,4362.018124
GNL3L,2800.973074,2587.944676,1452.602441,1441.525656,1385.467036
GNLY,2.266159445,2.082852858,1.89882672,1.135954023,1.631881079
GNMT,30.59315251,34.36707215,21.83650728,13.63144828,22.8463351
GNN,13.59695667,15.62139643,28.4824008,14.7674023,28.55791888
GNPAT,1919.43705,1869.36044,1637.738046,1592.607541,1698.788203
GNPDA1,1904.707014,1888.106116,3359.024468,3337.432921,3417.158979
GNPDA2,285.5360901,307.2207965,287.6722481,316.9311725,332.0877996
GNPNAT1,3704.037613,3406.505849,3366.619774,3185.215081,3582.794909
GNPTAB,1052.631062,962.2780203,1622.547432,1571.024414,1642.488306
GNPTG,789.7565666,856.0525245,996.884028,1013.270989,879.5839015
GNRH1,40.79087001,36.44992501,38.92594776,54.52579312,44.87672967
GNRH2,6.798478335,7.289985002,3.79765344,4.543816093,4.895643237
GNRHR,16.99619584,5.207132144,8.54472024,7.951678163,13.05504863
GNRHR2,163.16348,187.4567572,137.6649372,120.4111265,125.6548431
GNS,2428.189845,2440.062123,4304.640174,4218.933243,4339.987729
GOLGA1,1537.589183,1613.169538,1683.309887,1605.103035,1715.922954
GOLGA2,6687.436522,6809.887418,8662.447496,8869.529014,8671.816053
GOLGA2P2Y,0,0,0,0,0
GOLGA2P3Y,0,0,0,0,0
GOLGA2P5,179.0265962,228.0723879,425.3371853,474.8287818,496.091848
GOLGA2P7,83.84789947,74.98270288,56.01538824,60.20556324,54.66801614
GOLGA2P9,0,0,0.94941336,0,0
GOLGA3,4321.566062,4178.202833,4402.42975,4456.347634,4389.760102
GOLGA4,4996.881576,4731.200266,4567.627675,4429.084737,4800.178194
GOLGA5,2501.840027,2436.937844,2945.080243,3000.054576,3072.016131
GOLGA6A,0,1.041426429,0,0,1.631881079
GOLGA6B,0,0,0,0,0
GOLGA6C,74.78326169,56.23702716,87.34602912,82.9246437,93.0172215
GOLGA6D,1.133079723,0,0,0,0
GOLGA6L1,0,0,0,0,0
GOLGA6L10,47.58934835,22.91138143,31.33064088,40.89434484,32.63762158
GOLGA6L17P,22.66159445,24.99423429,11.39296032,10.22358621,12.23910809
GOLGA6L22,0,0,0,0,0
GOLGA6L4,22.66159445,18.74567572,16.14002712,18.17526437,17.13475133
GOLGA6L5P,72.51710224,88.52124645,63.61069512,80.65273566,67.72306477
GOLGA6L6,0,1.041426429,0.94941336,2.271908047,0.815940539
GOLGA6L7P,1.133079723,0,0.94941336,2.271908047,0
GOLGA6L9,11.33079723,11.45569072,6.64589352,7.951678163,13.87098917
GOLGA7,4723.809363,4639.554741,4334.071988,4434.764507,4474.617918
GOLGA7B,286.6691698,292.6408265,184.1861918,181.7526437,179.5069187
GOLGA8A,1186.334469,1216.386069,968.4016272,961.0171037,1191.273188
GOLGA8B,687.7793916,839.3897017,547.8115087,628.1825749,645.4089667
GOLGA8CP,0,0,0,1.135954023,0.815940539
GOLGA8DP,6.798478335,10.41426429,13.29178704,7.951678163,19.58257295
GOLGA8EP,0,0,0,0,0
GOLGA8F,0,0,0,0,0
GOLGA8G,0,0,0,0,0
GOLGA8H,4.53231889,2.082852858,0,0,0
GOLGA8I,14.73003639,13.53854358,14.2412004,12.49549426,13.87098917
GOLGA8J,0,0,0,0,0
GOLGA8K,0,0,0,0,0
GOLGA8M,0,0,0,0,0
GOLGA8N,9.06463778,12.49711715,5.69648016,3.40786207,8.159405395
GOLGA8O,1.133079723,3.124279287,1.89882672,2.271908047,0.815940539
GOLGA8R,4.53231889,7.289985002,0.94941336,3.40786207,0
GOLGA8S,7.931558058,6.248558573,4.7470668,2.271908047,5.711583776
GOLGA8T,0,0,0,1.135954023,1.631881079
GOLGB1,3760.691599,3774.129378,5431.593832,5325.352461,5775.227138
GOLIM4,668.5170363,739.4127645,574.3950828,589.5601381,619.2988694
GOLM1,8561.550383,8606.348008,12171.47927,12127.44515,12327.22967
GOLPH3,9153.017998,8700.076387,10660.96262,10646.16111,10616.20236
GOLPH3L,3508.014821,3244.043326,3966.649018,3850.884139,4004.636168
GOLT1A,328.5931195,323.8836194,295.267555,238.5503449,245.5981024
GOLT1B,599.3991732,626.9387102,1278.859796,1285.899954,1341.406247
GON4L,3123.900795,2986.810998,3270.729025,3217.021794,3373.914131
GOPC,3562.402648,3498.151375,1672.86634,1590.335633,1782.830079
GORAB,516.6843535,528.0031994,446.2242792,436.206345,481.4049183
GORASP1,1632.76788,1633.998067,1791.54301,1703.931035,1685.733155
GORASP2,8510.561796,8121.043292,6724.694829,6490.841289,6461.433132
GOSR1,3840.00718,3767.88082,3635.303755,3623.693334,3625.223817
GOSR2,1318.904797,1298.658757,1408.929426,1364.280782,1360.172879
GOT1,2212.904698,2343.209465,2141.87654,2090.155403,2125.525105
GOT1L1,0,0,0,0,0
GOT2,10648.68323,10196.60616,8530.479039,8106.167911,8373.997756
GP1BA,21.52851473,30.20136644,34.17888096,48.846023,39.16514589
GP1BB,0,0,0,0,0
GP2,21.52851473,23.95280786,23.735334,27.26289656,31.82168104
GP5,4.53231889,10.41426429,16.14002712,9.087632187,8.975345934
GP6,53.25474696,49.98846858,54.11656152,69.29319542,47.32455129
GP9,0,0,0,0,0
GPA33,2.266159445,3.124279287,0.94941336,1.135954023,0
GPAA1,2783.976878,2711.874421,3726.447438,3790.678576,3389.417001
GPALPP1,473.627324,471.7661723,500.3408407,466.8771036,489.5643237
GPAM,890.6006619,735.2470588,728.2000471,690.6600462,785.7507395
GPANK1,658.3193188,687.341443,453.8195861,495.2759542,433.2644265
GPAT2,56.65398613,57.27845359,44.62242792,57.93365519,53.8520756
GPATCH1,697.9771091,723.7913681,944.6662932,906.4913106,940.779442
GPATCH11,645.8554418,564.4531244,650.3481516,672.4847818,712.3160909
GPATCH2,602.7984124,566.5359773,598.1304168,548.6657933,634.8017397
GPATCH2L,1036.767946,969.5680053,1252.276222,1258.637058,1363.436641
GPATCH3,591.4676152,586.3230794,526.9244148,585.016322,540.1526371
GPATCH4,2927.878003,2615.021763,2011.80691,1937.937564,2113.285997
GPATCH8,3263.269601,3153.439227,3311.5538,3336.296967,3283.344731
GPBAR1,3.399239168,6.248558573,3.79765344,3.40786207,4.895643237
GPBP1,2194.775423,2073.48002,3353.327987,3433.989013,3547.709466
GPBP1L1,4958.356866,5398.754607,5863.576911,5722.93637,5837.238619
GPC1,2684.265863,2690.004466,3308.70556,3477.155265,3094.862466
GPC2,542.7451871,759.1998666,646.5504981,644.0859312,578.5018425
GPC3,19.26235528,14.57997,8.54472024,7.951678163,3.263762158
GPC4,1743.809693,1872.484719,1445.956547,1517.634575,1511.121879
GPC5,0,0,0,0,0
GPC5-AS1,0,0,0,0,0
GPC5-AS2,0,0,0,0,0
GPC6,0,0,0,0,0
GPC6-AS1,0,0,0,0,0
GPC6-AS2,0,0,0,0,0
GPCPD1,6979.771091,8252.263022,6636.399386,6930.455496,7529.499298
GPD1,9.06463778,11.45569072,26.58357408,12.49549426,17.13475133
GPD1L,1092.288853,1025.805032,1845.659572,1767.54446,1728.978003
GPD2,5612.143866,5346.683286,5546.472849,5281.050254,5842.134263
GPER1,9.06463778,3.124279287,5.69648016,6.81572414,8.975345934
GPHA2,0,0,0,0,0
GPHB5,0,0,0,0,0
GPHN,597.1330138,534.251758,652.2469783,603.1915864,620.9307505
GPI,19941.07004,19051.85509,23330.88391,22640.69964,21503.29698
GPIHBP1,0,2.082852858,1.89882672,0,1.631881079
GPKOW,1671.292591,1646.495184,1177.272566,1181.392184,1175.770317
GPLD1,109.9087331,108.3083486,114.8790166,114.7313564,108.5200917
GPM6A,26.06083362,31.24279287,4.7470668,12.49549426,9.791286473
GPM6B,80.4486603,98.93551074,42.7236012,51.11793105,44.06078913
GPN1,2194.775423,2008.911581,1925.410294,1864.100552,1891.35017
GPN2,869.0721472,806.0640559,774.7213017,842.8778853,710.6842099
GPN3,1028.836388,1017.473621,1141.194859,1071.204644,1108.047253
GPNMB,175.627357,182.249625,116.7778433,99.96395405,101.1766269
GPR1,20.39543501,18.74567572,14.2412004,12.49549426,25.29415672
GPR1-AS,13.59695667,7.289985002,22.78592064,15.90335633,23.66227564
GPR101,0,0,0,0,0
GPR107,7444.333777,7397.251924,9559.643122,9382.980233,9791.286473
GPR108,1878.64618,2037.030095,2552.972525,2585.431357,2322.982716
GPR110,7154.265368,7440.991834,7893.422675,7564.317841,8193.674897
GPR111,10.1977175,5.207132144,4.7470668,6.81572414,4.895643237
GPR112,0,0,0,1.135954023,4.895643237
GPR113,12.46387695,19.78710215,14.2412004,13.63144828,5.711583776
GPR114,0,3.124279287,0,0,0
GPR115,1024.304069,915.413831,1074.735923,1035.990069,1147.212398
GPR116,142.768045,119.7640393,22.78592064,23.85503449,33.45356212
GPR119,1.133079723,0,0,0,0
GPR12,16.99619584,19.78710215,17.08944048,24.99098851,16.31881079
GPR123,0,0,0,0,0
GPR124,20.39543501,28.11851358,56.01538824,45.43816093,44.87672967
GPR125,1467.338241,1350.730078,1292.151583,1225.694391,1270.41942
GPR126,1861.649984,1912.058923,2066.872885,2161.720506,2266.682819
GPR128,1.133079723,2.082852858,2.84824008,3.40786207,4.079702697
GPR132,88.38021836,83.31411431,95.89074936,97.69204601,97.0969242
GPR133,4.53231889,10.41426429,1.89882672,2.271908047,1.631881079
GPR135,39.65779029,37.49135144,18.9882672,21.58312644,13.87098917
GPR137,1079.824976,1068.503516,1019.669949,1085.972046,855.9216259
GPR137B,594.8668543,660.2643559,812.6978361,823.5666669,811.0448962
GPR137C,147.3003639,149.9654058,197.4779789,165.8492874,177.0590971
GPR139,0,0,0,0,0
GPR141,0,0,0,0,0
GPR142,0,0,0,0,0
GPR143,7.931558058,13.53854358,3.79765344,1.135954023,0.815940539
GPR146,33.99239168,34.36707215,26.58357408,21.58312644,17.95069187
GPR148,0,0,0,0,0
GPR149,0,0,0,0,0
GPR15,0,0,0,0,0
GPR150,0,0,0,0,0
GPR151,1.133079723,0,0,0,0.815940539
GPR152,15.86311612,17.70424929,2.84824008,3.40786207,2.447821618
GPR153,192.6235528,160.37967,339.8899829,316.9311725,268.4444375
GPR155,200.5551109,180.1667722,226.909793,189.7043219,207.248897
GPR156,29.46007279,33.32564572,34.17888096,38.62243679,42.42890805
GPR157,92.91253725,62.48558573,81.64954896,77.24487359,70.98682693
GPR158,356.9201126,378.0377937,343.6876363,326.0188047,367.9891833
GPR158-AS1,0,0,0,0,0
GPR160,567.672941,545.7074487,789.9119155,749.7296554,782.4869773
GPR161,607.3307313,538.4174637,639.9046046,677.0285979,574.4221398
GPR162,0,0,0,0,0
GPR17,5.665398613,2.082852858,9.4941336,2.271908047,3.263762158
GPR171,0,0,0,0,0
GPR173,0,0,0,0,0
GPR174,0,0,0,0,0
GPR176,87.24713863,67.69271788,23.735334,26.12694254,18.76663241
GPR179,6.798478335,7.289985002,2.84824008,7.951678163,2.447821618
GPR18,0,0,0,0,0.815940539
GPR180,1037.901026,913.3309781,881.0555981,890.5879543,989.7358744
GPR182,1.133079723,2.082852858,0,0,0.815940539
GPR183,1.133079723,2.082852858,0.94941336,0,1.631881079
GPR19,32.85931195,62.48558573,40.82477448,32.94266668,47.32455129
GPR20,1.133079723,0,0,0,0
GPR21,0,0,0,0,0.815940539
GPR22,1.133079723,3.124279287,1.89882672,1.135954023,1.631881079
GPR25,1.133079723,0,0,0,0
GPR26,0,0,0,0,0
GPR27,0,0,0.94941336,0,0.815940539
GPR3,194.8897123,185.3739043,45.57184128,51.11793105,42.42890805
GPR31,1.133079723,0,0,1.135954023,0
GPR32,1.133079723,1.041426429,0,0,0.815940539
GPR33,0,0,0.94941336,0,0
GPR34,4.53231889,0,0.94941336,0,1.631881079
GPR35,22.66159445,11.45569072,20.88709392,18.17526437,18.76663241
GPR37,273.0722131,257.2323279,445.2748658,470.2849657,420.2093778
GPR37L1,71.38402252,80.18983502,66.4589352,74.97296554,88.9375188
GPR39,271.9391334,219.7409765,269.6333942,276.0368277,220.3039457
GPR4,1.133079723,3.124279287,1.89882672,4.543816093,5.711583776
GPR45,4.53231889,1.041426429,0.94941336,1.135954023,0
GPR50,0,0,0,0,0
GPR52,2.266159445,0,0,0,0
GPR55,0,0,0.94941336,0,0
GPR56,11529.08618,12813.71078,9834.023583,9818.050624,8945.156134
GPR6,0,0,0,0,0
GPR61,3.399239168,1.041426429,4.7470668,2.271908047,5.711583776
GPR62,1.133079723,0,0,1.135954023,0.815940539
GPR63,81.58174002,92.68695217,35.12829432,24.99098851,31.82168104
GPR64,134.836487,81.23126145,56.01538824,32.94266668,55.48395668
GPR65,19.26235528,26.03566072,28.4824008,36.35052875,22.03039457
GPR68,0,2.082852858,0,4.543816093,0.815940539
GPR75,81.58174002,79.14840859,87.34602912,95.42013796,79.14623233
GPR75-ASB3,0,0,0,0,0
GPR78,3.399239168,4.165705715,8.54472024,5.679770117,3.263762158
GPR82,95.17869669,114.5569072,93.99192264,117.0032644,98.72880527
GPR83,20.39543501,41.65705715,38.92594776,36.35052875,39.98108643
GPR84,0,0,0.94941336,0,0
GPR85,0,0,0,0,0.815940539
GPR87,843.0113136,798.7740709,1109.864218,1137.089977,1179.03408
GPR88,0,0,0,0,0
GPR89A,191.4904731,158.2968172,195.5791522,164.7133334,184.4025619
GPR89B,57.78706585,76.02412931,44.62242792,60.20556324,73.43464855
GPR97,12.46387695,12.49711715,5.69648016,2.271908047,9.791286473
GPR98,125.7718492,148.9239793,201.2756323,215.8312644,215.4083024
GPRASP1,41.92394973,48.94704216,57.91421496,57.93365519,59.56365938
GPRASP2,1.133079723,9.37283786,5.69648016,4.543816093,7.343464855
GPRC5A,5809.299737,5300.860523,8177.297269,7713.127818,7996.217287
GPRC5B,2113.193682,2112.012798,1229.490301,1342.697656,1179.03408
GPRC5C,1100.220411,1163.273321,2053.581098,2108.330667,1878.295122
GPRC5D,12.46387695,12.49711715,19.93768056,17.03931035,22.03039457
GPRC6A,3.399239168,4.165705715,0,0,0.815940539
GPRIN1,659.4523985,614.441593,721.5541536,724.7386669,614.4032262
GPRIN2,228.8821039,245.7766372,307.6099286,332.8345288,306.7936428
GPRIN3,0,0,0,0,0
GPS1,4639.961464,4593.731978,4408.12623,4393.870162,3939.360924
GPS2,1536.456104,1549.642526,1349.116385,1368.824598,1233.702096
GPSM1,1104.752729,1180.97757,1039.607629,1070.06869,902.4302366
GPSM2,2609.482601,2365.07942,2298.529744,2260.548506,2386.626078
GPSM3,33.99239168,36.44992501,69.30717528,47.71006898,52.22019453
GPT,24.9277539,31.24279287,60.76245504,53.3898391,48.14049183
GPT2,3353.915979,4687.460356,3719.801544,3713.433702,3470.195114
GPX1,8470.904006,8211.647392,6435.123754,6379.517795,5725.454765
GPX2,1382.357261,1451.748442,1152.587819,1226.830345,1034.612604
GPX3,27.19391334,21.86995501,4.7470668,22.71908047,11.42316755
GPX4,6391.702715,6272.511381,8775.427686,8847.945888,7975.002833
GPX5,0,0,0,0,0
GPX6,0,0,0,0,0
GPX7,1.133079723,0,0,0,0
GPX8,1391.421899,1744.389268,2413.408761,2324.161932,2428.239045
GRAMD1A,3864.934934,4336.49965,4767.953894,4906.185427,4389.760102
GRAMD1B,61.18630502,54.1541743,242.1004068,299.8918622,296.1864158
GRAMD1C,97.44485614,119.7640393,173.7426449,184.0245518,184.4025619
GRAMD2,2765.847603,2753.531478,1894.079653,1824.342161,1814.65176
GRAMD3,1210.129144,1281.995934,1519.061376,1501.731219,1516.833463
GRAMD4,1169.338274,1123.699117,1074.735923,1045.077701,971.7851825
GRAP,0,0,0.94941336,1.135954023,1.631881079
GRAP2,2.266159445,4.165705715,0,0,0
GRAPL,0,0,0,0,0.815940539
GRASP,16.99619584,19.78710215,22.78592064,28.39885058,17.95069187
GRB10,1369.893385,1633.998067,1219.996168,1213.198897,1278.578825
GRB14,14.73003639,12.49711715,1.89882672,6.81572414,6.527524316
GRB2,8775.702451,7971.077886,8770.680619,8684.368508,8620.411799
GRB7,93326.11135,105550.6514,60763.40445,64260.9191,56414.1289
GREB1,50.98858751,65.60986502,29.43181416,43.16625289,49.77237291
GREB1L,77.04942113,77.06555574,96.84016272,90.87632187,110.1519728
GREM1,0,0,0,0,0
GREM2,1.133079723,0,0,1.135954023,0
GRHL1,6912.919387,7343.09775,7147.183774,7212.172094,7349.176439
GRHL2,7125.938375,7602.412931,8443.13301,8023.243267,8151.245989
GRHL3,730.836421,780.0283952,1602.609752,1508.546943,1524.992868
GRHPR,2099.596726,2044.32008,2119.090619,2050.397012,1923.171851
GRIA1,0,0,0,0,0
GRIA2,1.133079723,4.165705715,1.89882672,0,0.815940539
GRIA3,0,0,0,1.135954023,0
GRIA4,0,1.041426429,0.94941336,0,0.815940539
GRID1,0,2.082852858,0,0,0.815940539
GRID1-AS1,0,0,0,0,0
GRID2,1.133079723,0,0,0,0
GRID2IP,38.52471057,73.94127645,57.91421496,57.93365519,55.48395668
GRIFIN,0,0,0.94941336,0,0.815940539
GRIK1,0,0,2.84824008,0,2.447821618
GRIK1-AS1,0,0,0,0,0
GRIK1-AS2,1.133079723,1.041426429,0,0,0.815940539
GRIK2,100.8440953,77.06555574,73.10482872,60.20556324,74.25058909
GRIK3,1.133079723,0,14.2412004,20.44717242,17.95069187
GRIK4,2.266159445,4.165705715,2.84824008,4.543816093,2.447821618
GRIK5,43.05702946,73.94127645,92.09309592,105.6437242,80.77811341
GRIN1,31.72623223,42.69848358,23.735334,24.99098851,25.29415672
GRIN2A,4.53231889,9.37283786,0.94941336,1.135954023,3.263762158
GRIN2B,1.133079723,0,1.89882672,0,1.631881079
GRIN2C,13.59695667,17.70424929,21.83650728,21.58312644,24.47821618
GRIN2D,140.5018856,120.8054657,234.5050999,280.5806438,216.224243
GRIN3A,6.798478335,6.248558573,8.54472024,12.49549426,13.05504863
GRIN3B,27.19391334,21.86995501,40.82477448,46.57411496,50.58831345
GRINA,3713.102251,3749.135144,4880.934084,4855.067496,4182.511205
GRIP1,209.6197487,202.0367272,212.6685926,237.4143909,208.8807781
GRIP2,0,1.041426429,0.94941336,2.271908047,0
GRIPAP1,2582.288688,2921.201133,2211.183715,2318.482162,2220.174208
GRK1,0,0,0,0,0
GRK4,38.52471057,37.49135144,41.77418784,46.57411496,48.95643237
GRK5,139.3688059,148.9239793,112.9801898,112.4594483,101.1766269
GRK6,10735.93037,10949.55747,6607.916985,6785.053381,6023.273062
GRK7,2.266159445,0,1.89882672,0,2.447821618
GRM1,4.53231889,3.124279287,3.79765344,2.271908047,0.815940539
GRM2,2.266159445,1.041426429,3.79765344,4.543816093,0
GRM3,3.399239168,0,0,0,0
GRM4,15.86311612,20.82852858,18.03885384,13.63144828,14.68692971
GRM5,1.133079723,0,1.89882672,6.81572414,0.815940539
GRM5-AS1,0,0,0,0,0
GRM6,11.33079723,21.86995501,17.08944048,24.99098851,22.8463351
GRM7,0,0,0,0,0
GRM8,0,0,1.89882672,0,0
GRN,11524.55386,12380.47739,14351.33235,14520.90028,12755.59845
GRP,0,0,0,0,0
GRPEL1,2361.338142,2163.042693,1832.367785,1758.456828,1751.008398
GRPEL2,1376.691863,1490.28122,1478.236601,1497.187403,1527.44069
GRPR,1.133079723,5.207132144,3.79765344,3.40786207,1.631881079
GRSF1,8935.466692,8440.761206,9544.452508,9064.913106,9429.824814
GRTP1,731.9695007,732.1227795,618.0680973,650.9016554,584.2134263
GRTP1-AS1,6.798478335,11.45569072,7.59530688,15.90335633,11.42316755
